First_Name,Last_Name,Name,pos,secondpos,Height,Weight,BirthDay,BirthMonth,Birth Year,Hand,DraftYear,Ovr,Cls,Med,3PT,Finish,Technic,Defense,Url
Kelly,Oubre,Kelly Oubre,SF,-,201,205,9,12,1989,Left hand,2015,499,80,100,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Patrick,Ewing,Patrick Ewing,C,PF,213,240,5,8,1981,Right hand,1985,500,100,80,60,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/121.png
Patrick,Ewing,Patrick Ewing,C,PF,213,240,5,8,1981,Right hand,1985,500,100,80,60,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bobby,Portis,Bobby Portis,PF,C,209,235,10,2,1989,Right hand,2015,501,80,80,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1626171.png
Maxi,Kleber,Maxi Kleber,C,PF,212,220,29,1,1990,Right hand,2014,502,100,80,80,60,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628467.png
Sidney,Moncrief,Sidney Moncrief,SG,PG,191,180,21,9,1986,Right hand,1979,503,80,80,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Chris,Paul,Chris Paul,PG,SG,183,175,6,5,1985,Right hand,2005,504,100,100,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/101108.png
Kareem,Abdul-Jabbar,Kareem Abdul-Jabbar,C,-,218,267,16,4,1979,Right hand,1969,505,100,100,40,60,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/76003.png
Tracy,McGrady,Tracy McGrady,SF,SG,203,223,24,5,1993,Right hand,1997,506,80,60,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/1503.png
Jose,Calderon,Jose Calderon,PG,-,191,210,28,9,1983,Right hand,2005,507,80,100,80,60,100,40,https://cdn.nba.com/headshots/nba/latest/260x190/101181.png
Sam,Cassell,Sam Cassell,PG,-,191,185,18,11,1983,Right hand,1993,508,80,100,60,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/208.png
Hank,Gathers,Hank Gathers,SF,-,201,210,11,2,1988,Right hand,1998,509,80,80,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Charlie,Scott,Charlie Scott,SG,SF,196,175,15,12,1988,Right hand,1947,510,80,80,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bojan,Bogdanovic,Bojan Bogdanovic,SF,SG,196,201,18,8,1988,Right hand,2014,511,80,80,100,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/202711.png
Patrick,Ewing,Patrick Ewing,C,PF,213,240,5,8,1983,Right hand,1985,512,100,80,60,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/121.png
Patrick,Ewing,Patrick Ewing,C,PF,213,240,5,8,1983,Right hand,1985,512,100,80,60,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mike,Mitchell,Mike Mitchell,PF,SF,200,216.4,1,1,1986,Right hand,1947,513,100,80,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Latrell,Sprewell,Latrell Sprewell,SF,SG,196,190,9,9,1980,Right hand,1947,514,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Hakeem,Olajuwon,Hakeem Olajuwon,C,-,211,255,21,1,1980,Right hand,1984,515,100,100,40,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dan,Majerle,Dan Majerle,SG,-,198,225,9,9,1990,Right hand,1988,516,80,100,100,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/105.png
Allen,Iverson,Allen Iverson,SG,PG,183,165,7,6,1984,Right hand,1996,517,80,80,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/947.png
Taurean,Prince,Taurean Prince,PF,SF,201,215,22,8,1988,Right hand,2016,518,80,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627752.png
Steve,Francis,Steve Francis,PG,SG,191,195,21,3,1987,Right hand,1998,519,100,80,60,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/1883.png
Dell,Curry,Dell Curry,SG,SF,196,210,25,6,1981,Right hand,1986,520,100,100,100,20,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/209.png
Jamaal,Wilkes,Jamaal Wilkes,SF,SG,198,190,2,5,1987,Right hand,1947,521,100,80,40,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Stephon,Marbury,Stephon Marbury,PG,-,188,180,20,2,1988,Right hand,1947,522,80,100,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/950.png
Charles,Barkley,Charles Barkley,PF,SF,198,252,20,2,1980,Right hand,1984,523,100,80,60,80,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/787.png
Earl,Monroe,Earl Monroe,SG,PG,191,185,21,11,1981,Right hand,1967,524,100,80,60,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/600006.png
Micheal,Ray,Micheal Ray Richardson,SG,SF,196,189,11,4,1988,Right hand,1947,525,80,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Scottie,Pippen,Scottie Pippen,SF,-,203,228,25,9,1979,Right hand,1987,526,60,60,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/937.png
Bogdan,Bogdanovic,Bogdan Bogdanovic,SG,SF,196,201,18,8,1988,Right hand,2014,527,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/203992.png
Michael,Redd,Michael Redd,SG,SF,198,215,24,8,1992,Left hand,2000,528,60,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Butch,Beard,Butch Beard,PG,SG,190,190,4,5,1986,Right hand,1969,529,80,80,80,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bill,Laimbeer,Bill Laimbeer,C,-,211,260,19,5,1981,Right hand,1980,530,60,80,80,40,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jeff,Hornacek,Jeff Hornacek,SG,SF,191,190,3,5,1980,Right hand,1986,531,80,100,100,20,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/204.png
Paul,Westphal,Paul Westphal,SG,PG,193,195,5,7,1988,Right hand,1947,532,80,100,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nemanja,Bjelica,Nemanja Bjelica,PF,SF,208,230,9,5,1982,Right hand,2010,533,80,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/202357.png
Micheal,Ray,Micheal Ray Richardson,SG,SF,196,189,11,4,1988,Right hand,1947,534,80,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,Paxson,Jim Paxson,SG,SF,198,200,9,7,1988,Right hand,1947,535,80,100,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,Paxson,Jim Paxson,SG,SF,198,200,9,7,1988,Right hand,1947,535,80,100,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Elvin,Hayes,Elvin Hayes,PF,C,206,236.2,17,11,1988,Right hand,1947,536,100,80,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/76979.png
Elvin,Hayes,Elvin Hayes,PF,C,206,236.2,17,11,1982,Right hand,1947,536,100,80,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/76979.png
Sam,Mitchell,Sam Mitchell,SF,-,200,210.8,2,9,1979,Right hand,1947,538,60,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Earl,Monroe,Earl Monroe,SG,PG,191,185,21,11,1988,Right hand,1947,539,80,80,60,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/600006.png
Eric,Piatkowski,Eric Piatkowski,SG,-,198,215,30,9,1983,Right hand,1994,540,60,80,100,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/15.png
Pee,Wee,Pee Wee Kirkland,PG,SG,188,180,4,9,1988,Left hand,1980,541,100,100,60,100,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jim,Jackson,Jim Jackson,SG,-,198,220,14,10,1979,Right hand,1947,542,40,60,100,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/754.png
Gorgui,Dieng,Gorgui Dieng,C,PF,211,238,18,1,1983,Right hand,2013,543,80,80,80,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203476.png
Larry,Steele,Larry Steele,SG,SF,196,180,5,5,1986,Right hand,1947,544,60,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Mario,Elie,Mario Elie,SF,SG,196,225,26,11,1984,Right hand,1990,545,60,80,100,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/53.png
David,Robinson,David Robinson,C,PF,216,250,6,8,1984,Left hand,1989,546,100,40,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nick,Anderson,Nick Anderson,SG,SF,198,220,20,1,1987,Right hand,1989,547,80,80,100,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/98.png
Jason,Richardson,Jason Richardson,SG,-,198,220,20,1,1991,Right hand,2001,548,60,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
JoJo,White,JoJo White,PG,SG,189,185.6,16,11,1986,Right hand,1947,549,80,80,60,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Morris,Peterson,Morris Peterson,SG,SF,201,220,26,8,1983,Left hand,2000,550,60,60,100,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tom,Chambers,Tom Chambers,PF,C,208,220,21,6,1986,Right hand,1947,551,80,60,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Antoine,Walker,Antoine Walker,PF,SF,203,224,12,8,1984,Right hand,1947,552,80,80,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/952.png
Gary,Payton,Gary Payton,PG,SG,193,190,23,7,1985,Right hand,1990,553,80,80,80,80,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/56.png
Charles,Barkley,Charles Barkley,PF,SF,198,252,20,2,1980,Right hand,1984,554,80,60,80,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/787.png
Eric,Paschall,Eric Paschall,PF,SF,201,254,4,11,1990,Right hand,2019,555,80,80,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1629672.png
Paul,Pressey,Paul Pressey,SG,SF,196,185,24,12,1987,Right hand,1982,556,60,60,60,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
John,Beasley,John Beasley,PF,C,206,225,5,2,1990,Right hand,1947,557,80,80,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jeremy,Lamb,Jeremy Lamb,SG,-,196,185,30,5,1986,Right hand,2012,558,80,100,80,60,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/203087.png
Mikal,Bridges,Mikal Bridges,SF,SG,201,200,30,8,1990,Right hand,2018,559,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628969.png
Rudy,Tomjanovich,Rudy Tomjanovich,SF,-,203,218,24,11,1981,Right hand,2011,560,100,80,60,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Andre,Iguodala,Andre Iguodala,SG,SF,198,207,28,1,1985,Right hand,2004,561,60,60,80,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/2738.png
Jon,Koncak,Jon Koncak,C,PF,213,250,17,5,1987,Right hand,1985,562,60,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Marvin,Bagley,Marvin Bagley III,PF,C,211,234,14,3,1993,Left hand,2018,563,100,80,80,100,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628963.png
Joe,McNamee,Joe McNamee,C,PF,199,210,24,9,1989,Left hand,1950,564,80,60,60,80,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Antawn,Jamison,Antawn Jamison,PF,SF,206,235,12,6,1986,Right hand,1998,565,80,80,60,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Gerald,Green,Gerald Green,SF,SG,203,210,26,1,1979,Right hand,2005,566,80,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/101123.png
Tom,Gugliotta,Tom Gugliotta,PF,SF,210,240.2,19,12,1989,Right hand,1992,567,80,80,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Raef,LaFrentz,Raef LaFrentz,PF,C,211,240,18,6,1988,Left hand,1947,568,60,60,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1711.png
Terry,Duerod,Terry Duerod,PG,SG,187,180,29,7,1989,Right hand,1947,569,80,100,100,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Caron,Butler,Caron Butler,SF,SG,201,228,13,3,1982,Right hand,2002,570,80,100,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/2406.png
Gordan,Giricek,Gordan Giricek,SG,SF,201,225.2,20,6,1984,Right hand,1947,571,60,80,100,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/1921.png
David,Thompson,David Thompson,SG,PG,193,195,8,1,1986,Right hand,1947,572,80,60,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Randy,Smith,Randy Smith,SG,PG,191,181.2,12,12,1987,Right hand,1947,573,100,60,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dave,Bing,Dave Bing,PG,SG,191,180,10,10,1983,Right hand,1947,574,80,80,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/76166.png
Joe,Hammond,Joe Hammond,SG,SF,193,190,17,1,1988,Right hand,1980,575,80,80,80,80,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Wally,Szczerbiak,Wally Szczerbiak,SF,PF,201,245,5,3,1983,Right hand,1999,576,60,60,100,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/1887.png
Drazen,Petrovic,Drazen Petrovic,SG,SF,196,195,22,10,1987,Right hand,1989,577,80,100,100,20,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Vladimir,Radmanovic,Vladimir Radmanovic,PF,-,208,235,19,11,1992,Right hand,2001,578,60,40,100,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Tony,Campbell,Tony Campbell,SF,SG,201,215,7,5,1988,Right hand,1993,579,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jeff,Hornacek,Jeff Hornacek,SG,PG,191,190,3,5,1979,Right hand,1986,580,80,100,80,20,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/204.png
Monte,Morris,Monte Morris,PG,SG,191,175,27,6,1989,Right hand,2017,581,100,80,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/1628420.png
Jrue,Holiday,Jrue Holiday,SG,PG,193,205,12,6,1984,Right hand,2009,582,100,100,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/201950.png
Allen,Iverson,Allen Iverson,SG,PG,183,165.8,7,6,1982,Right hand,1996,583,80,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/947.png
Tim,Duncan,Tim Duncan,PF,C,211,260,25,4,1983,Right hand,1997,584,100,80,40,80,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/1495.png
Chet,Walker,Chet Walker,SF,SG,198,212,22,2,1987,Right hand,1947,585,80,80,60,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Gordan,Giricek,Gordan Giricek,SG,SF,198,210,20,6,1987,Right hand,1947,586,60,80,100,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1921.png
Domantas,Sabonis,Domantas Sabonis,PF,C,211,231,5,3,1990,Left hand,2016,587,100,80,60,60,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1627734.png
Doug,Christie,Doug Christie,SG,SF,198,200,9,5,1987,Right hand,1992,588,40,60,100,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/57.png
Doug,Christie,Doug Christie,SG,SF,198,200,9,5,1982,Right hand,1992,589,60,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/57.png
Mike,Miller,Mike Miller,SF,SG,203,218,19,2,1982,Right hand,2000,590,60,80,100,40,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/2034.png
Mike,Bibby,Mike Bibby,PG,-,188,190,13,5,1991,Right hand,1998,591,80,80,100,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1710.png
Jeff,McInnis,Jeff McInnis,PG,PG,193,190,10,11,1987,Right hand,1947,592,60,80,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nate,Williams,Nate Williams,SF,SG,196,215,2,5,1987,Right hand,1947,593,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Jason,Kapono,Jason Kapono,SF,SG,203,215,4,2,1989,Right hand,2002,594,40,100,100,40,40,40,https://cdn.nba.com/headshots/nba/latest/260x190/2574.png
Voshon,Lenard,Voshon Lenard,SG,-,193,205,14,5,1990,Right hand,1947,595,60,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/702.png
Chandler,Parsons,Chandler Parsons,PF,SF,206,227,25,10,1982,Right hand,2011,596,80,80,80,60,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/202718.png
Miles,Bridges,Miles Bridges,SF,PF,203,220,21,3,1992,Left hand,2018,597,80,60,80,100,40,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628970.png
Brian,Cardinal,Brian Cardinal,PF,-,203,240,2,5,1987,Right hand,2000,598,60,80,80,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Thomas,Bryant,Thomas Bryant,PF,C,209,241,31,7,1991,Right hand,2017,599,100,80,80,80,20,80,https://cdn.nba.com/headshots/nba/latest/260x190/1628418.png
John,Havlicek,John Havlicek,SF,SG,196,203,8,4,1989,Right hand,1962,600,100,80,80,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/76970.png
Lamond,Murray,Lamond Murray,SF,SG,201,236,20,4,1984,Right hand,2008,601,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Reggie,Williams,Reggie Williams,SF,SG,201,195,5,3,1984,Right hand,1987,602,80,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Reggie,Williams,Reggie Williams,SF,SG,201,195,5,3,1984,Right hand,1987,602,80,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/202130.png
Gerald,Henderson,Gerald Henderson,PG,SG,189,175,16,1,1979,Right hand,1980,603,60,80,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Gerald,Henderson,Gerald Henderson,PG,SG,189,175,16,1,1979,Right hand,1980,603,60,80,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/201945.png
Jerry,Lucas,Jerry Lucas,PF,C,203,230,30,3,1982,Right hand,1963,604,80,80,80,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/77418.png
Jerry,Lucas,Jerry Lucas,PF,C,203,230,30,3,1988,Right hand,1963,604,80,80,80,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/77418.png
Landry,Shamet,Landry Shamet,SG,PG,196,189,6,3,1991,Right hand,2018,606,80,80,100,80,60,20,https://cdn.nba.com/headshots/nba/latest/260x190/1629013.png
Dan,Majerle,Dan Majerle,SG,-,198,215,9,9,1986,Right hand,1947,607,60,80,100,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/105.png
Darrell,Griffith,Darrell Griffith,SG,PG,193,190,6,6,1988,Right hand,1947,608,80,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Doug,Christie,Doug Christie,SG,SF,198,200,9,5,1983,Right hand,1992,609,60,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/57.png
Allen,Iverson,Allen Iverson,PG,SG,183,165,7,6,1992,Right hand,1996,610,80,80,80,100,100,60,https://cdn.nba.com/headshots/nba/latest/260x190/947.png
Dick,Barnett,Dick Barnett,SG,SF,193,190,2,10,1985,Left hand,1959,611,80,80,80,100,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
James,Harden,James Harden,SG,-,196,220,26,8,1990,Left hand,2009,612,40,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/201935.png
Toni,Kukoc,Toni Kukoc,PF,SF,211,232,18,9,1987,Left hand,1993,613,80,100,80,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/389.png
Ron,Artest,Ron Artest,SF,-,201,260,13,11,1985,Right hand,1999,614,60,60,100,40,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ron,Artest,Ron Artest,SF,-,201,260,13,11,1989,Right hand,1999,615,80,60,80,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Joe,Hassett,Joe Hassett,SG,-,196,181.2,11,9,1990,Right hand,1947,616,60,80,80,80,80,20,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Horry,Robert Horry,PF,SF,208,235,25,8,1982,Right hand,1992,617,80,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Sam,Perkins,Sam Perkins,PF,C,206,255,14,6,1982,Left hand,1984,618,60,60,80,60,80,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Larry,Nance,Larry Nance,SF,PF,208,235,12,2,1989,Right hand,1981,619,80,80,40,100,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Nicolo,Mellli,Nicolo Mellli,PF,C,206,235,26,1,1985,Right hand,2013,620,60,80,80,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Desmond,Mason,Desmond Mason,SF,SG,201,224,11,10,1989,Right hand,1947,621,60,60,60,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Bonzi,Wells,Bonzi Wells,SG,SF,196,210,28,9,1990,Right hand,1947,622,60,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1719.png
Toni,Kukoc,Toni Kukoc,SF,PF,211,235,18,9,1984,Left hand,1993,623,60,100,80,40,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/389.png
Tim,Duncan,Tim Duncan,PF,C,211,260,25,4,1987,Right hand,1997,624,100,100,40,80,100,100,https://cdn.nba.com/headshots/nba/latest/260x190/1495.png
Evan,Fournier,Evan Fournier,SG,SF,198,200,29,10,1986,Right hand,2012,625,80,80,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/203095.png
Carmelo,Anthony,Carmelo Anthony,PF,SF,203,235,29,5,1978,Right hand,2003,626,80,100,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2546.png
David,Robinson,David Robinson,C,PF,216,250,6,8,1986,Left hand,1989,627,100,40,60,80,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Cooper,Michael Cooper,SG,PG,201,174,15,4,1982,Right hand,1978,628,40,60,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kyle,Korver,Kyle Korver,SG,SF,201,212,17,3,1989,Right hand,2003,629,60,40,100,60,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/2594.png
Dillon,Brooks,Dillon Brooks,SG,SF,201,215,22,1,1992,Right hand,2017,630,80,80,100,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/1628415.png
Corey,Maggette,Corey Maggette,SF,-,198,225,12,11,1987,Right hand,1999,631,80,60,80,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Kentavious,Caldwell-Pope,Kentavious Caldwell-Pope,SG,SF,196,205,18,2,1987,Right hand,2013,632,80,100,80,80,20,60,https://cdn.nba.com/headshots/nba/latest/260x190/203484.png
Brent,Barry,Brent Barry,SG,SF,201,212,31,12,1980,Right hand,1995,633,40,60,100,60,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/699.png
Jalen,Rose,Jalen Rose,SF,PG,203,210,30,1,1988,Left hand,1947,634,80,60,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/147.png
Jason,Terry,Jason Terry,SG,PG,188,180,15,9,1979,Right hand,1999,635,80,100,80,60,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/1891.png
George,Senesky,George Senesky,SG,PG,189,179,4,4,1989,Right hand,1947,636,80,80,80,80,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
David,Robinson,David Robinson,C,PF,216,250,6,8,1981,Left hand,1989,637,100,40,60,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dave,Cowens,Dave Cowens,C,PF,208,231.8,7,1,1988,Left hand,1947,638,80,80,60,80,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/76462.png
Kenny,Smith,Kenny Smith,PG,SG,191,170,8,3,1984,Right hand,1987,639,60,80,100,80,80,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Cliff,Hagan,Cliff Hagan,SF,SG,193,210,9,12,1987,Right hand,1947,640,80,80,60,100,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,PF,SF,201,232,26,9,1987,Right hand,2012,641,80,100,80,80,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/203077.png
Mickael,Gelabale,Mickael Gelabale,SF,-,201,216.4,22,5,1989,Right hand,1947,642,60,60,100,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Horry,Robert Horry,PF,SF,208,235,25,8,1983,Right hand,1992,643,40,40,100,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Cameron,Johnson,Cameron Johnson,PF,SF,203,205,3,3,1990,Right hand,2019,644,60,80,80,80,60,80,https://cdn.nba.com/headshots/nba/latest/260x190/1629661.png
Linas,Kleiza,Linas Kleiza,SF,PF,203,245,3,1,1991,Right hand,2005,645,60,60,100,80,60,60,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Andre,Iguodala,Andre Iguodala,SF,SG,198,207,28,1,1991,Right hand,2004,646,60,80,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/2738.png
Mehmet,Okur,Mehmet Okur,C,-,211,263,26,5,1989,Right hand,2002,647,60,80,80,60,40,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Ja,Morant,Ja Morant,PG,SG,191,174,10,8,1993,Right hand,2019,648,80,60,80,100,80,60,https://cdn.nba.com/headshots/nba/latest/260x190/1629630.png
Sam,Perkins,Sam Perkins,PF,C,206,255,14,6,1987,Left hand,1984,649,80,80,60,60,60,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Dennis,Johnson,Dennis Johnson,PG,SG,193,185,18,9,1989,Right hand,1976,650,80,80,60,60,100,80,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Lucious,Harris,Lucious Harris,SG,PG,196,205.4,18,12,1982,Right hand,1947,651,80,100,80,80,60,40,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
Robert,Parish,Robert Parish,C,-,216,244,30,8,1986,Right hand,1976,652,100,100,40,60,80,100,https://cdn.nba.com/headshots/nba/latest/260x190/logoman.png
